rowid,date,pscis_crossing_id,my_crossing_reference,crew_members,utm_zone,easting,northing,stream_name,road_name,road_km_mark,road_tenure,crossing_type,crossing_subtype,diameter_or_span_meters,length_or_width_meters,continuous_embeddedment_yes_no,average_depth_embededdment_meters,resemble_channel_yes_no,backwatered_yes_no,percentage_backwatered,fill_depth_meters,outlet_drop_meters,outlet_pool_depth_0_01m,inlet_drop_yes_no,culvert_slope_percent,downstream_channel_width_meters,stream_slope,beaver_activity_yes_no,fish_observed_yes_no,valley_fill,habitat_value,crossing_fix,recommended_diameter_or_span_meters,assessment_comment,source,aggregated_crossings_id,time_start,date_time_start,camera_id,site_id
,2023-10-05,,13900073,,10,693144.7174445079,5907919.335996817,Teare Creek,Jeck Rd,,MOTI Local,Closed Bottom Structure,Round Culvert,2.5,20,Yes,0.3,Yes,No,,1.5,0,0.5,No,1,3.1,0,No,No,Deep Fill,Medium,,,RB and CCG confirmed downstream in past. Private agricultural land upstream and downstream. Embedded culvert. Small wooden dam just downstream of crossing. Approx 0.8m high. Small trickle beside structure that would allow fish to swim upstream.  Ministry of Transportation chris_culvert_id: 1461195. 12:32:44,,,,2023-10-05T12:32:44Z,MateoW,13900073
,2023-10-05,,13900077,,10,691821.958241471,5904862.645060757,Hankins Creek,Eddy Rd,,MOTI Local,Closed Bottom Structure,Oval Culvert,4.5,28,No,,No,No,,1.5,0.3,0.2,No,0.5,6.7,1.5,No,No,Deep Fill,High,,,"Wide channel, high flowing stream. Small outlet drop and high velocity in pipe but likely not a issue for adult salmonids. Chinook confirmed downstream near Fraser confluence in the past. Railway bridge downstream seen in photos. Ministry of Transportation chris_hwy_structure_road_id: 30365. 10:49:31",,,,2023-10-05T10:49:31Z,MateoW,13900077
,2023-10-05,,13903148,,10,689760.0073137227,5909637.674041011,Dominion Creek,Highway 16,,MOTI,Closed Bottom Structure,Round Culvert,1.05,32,No,,No,Yes,100,1.3,0,0,No,0,2.9,0,No,No,Deep Fill,Low,,,"Wetland habitat upstream and downstream. Crossing is near transmission line, trees have been cut down. Backwatered culvert, pipe appears undersized. Chinook confirmed in the past downstream of crossing. Ministry of Transportation chris_culvert_id: 1473381. 09:43:53",,,,2023-10-05T09:43:53Z,MateoW,13903148
,2023-10-05,,22200015,,10,748798.1195965201,5864513.23199614,Crooked Creek,Highway 5 ,,MOTI,Closed Bottom Structure,Round Culvert,0.9,67,No,,No,Yes,10,7.5,0,1,No,3,1.8,1.5,Yes,No,Deep Fill,Medium,,," Call vert is also under McClellan Road. Small stream with good flow and primarily fine substrate. extensive beaver activity, both upstream and downstream, with dams of up to 1 1/2 m high in both locations.          very long structure. Culvert gradient estimated as could not see through the pipe.       Ministry of Transportation chris_culvert_id: 1467210. 11:30:35",,,,2023-10-05T11:30:35Z,newgraph_airvine,22200015
,2023-10-05,,22200022,,10,703657.3044628564,5899349.394964717,Tributary to Fraser river,Hinkelman Rd,,MOTI Local,Closed Bottom Structure,Round Culvert,0.6,20,No,,No,No,,5,0.7,0,No,1,1.4,3,No,No,Deep Fill,Low,,,"Very small stream, low flow with some water present. Embankment above outlet has been covered to prevent rockslide. Ministry of Transportation chris_culvert_id: 1461358. 13:46:10",,,,2023-10-05T13:46:10Z,MateoW,22200022
,2023-10-05,,22200029,,10,711072.0828624071,5893270.09399516,Tributary to Fraser River,River Rd,,MOTI Local,Closed Bottom Structure,Round Culvert,1.4,19,No,,No,No,,2.2,0.2,0.2,No,0,1.2,3.5,No,No,Deep Fill,Low,,,"Small stream with low flow. Muddy, fine substrate makes up most of streambed. Very close to Fraser River. Likely not big enough to be used by adult salmonids. Ministry of Transportation chris_culvert_id: 3189063. 15:17:53",,,,2023-10-05T15:17:53Z,MateoW,22200029
,2023-10-05,,22200051,,10,713749.717927674,5893104.402342143,Tributary to Fraser River ,Read Rd,,MOTI Local,Closed Bottom Structure,Round Culvert,1.1,8,No,,No,No,,1,0,0,No,5,2.5,4.5,No,No,Deep Fill,Medium,,,Stream flows through private fenced off land on both sides. Moderate flow and a wide entrenched channel upstream. It appears cobbles are the predominant stream substrate and gravels subdominant. Ministry of Transportation chris_culvert_id: 1463590. 15:57:40,,,,2023-10-05T15:57:40Z,MateoW,22200051
,2023-10-05,,22200061,,10,734197.4304854549,5878439.606308607,Spittal Creek ,Highway 16,,MOTI,Closed Bottom Structure,Concrete Box,3.65,21,No,,No,No,,1.5,0,0.2,Yes,6,5.8,6,No,No,Deep Fill,High,,,Large stream with Cabo boulder substrate suitable for both trout. Concrete box culvert is 60% embedded on the downstream side. Decent amount of debris is clogging the inlet.           Ministry of Transportation chris_hwy_structure_road_id: 29885. 15:39:24,,,,2023-10-05T15:39:24Z,,22200061
,2023-10-05,,22200067,,10,734151.1366225672,5878340.166578876,Spittal Creek ,Care Road,,MOTI,Closed Bottom Structure,Round Culvert,2.6,18,No,,No,No,,1.5,0,0.4,Yes,5,5.8,6,No,No,Deep Fill,High,,,Pipes and Rode are in extremely poor condition with evidence of embankment failure and pipes rusted all the way through on the bottom side in places. Small side road parallel to Highway 16 with residences that could be accessed from either side. Removal of crossing could perhaps be considered. Large high value system suitable for bulltrout rearing.  Culvert upstream is relatively new concrete box culvert on the highway which is over half embedded and 3.7m wide. Ministry of Transportation chris_culvert_id: 1466350. 15:53:19,,,,2023-10-05T15:53:19Z,,22200067
,2023-10-05,,22200075,,10,738716.0311511841,5875774.818505797,L’Esrange Creek,L’heureux Road,,MOTI,Closed Bottom Structure,Round Culvert,1.05,19,No,,No,No,,1.8,0.5,0.4,No,3,2.2,2,No,No,Deep Fill,Medium,,,"Nice little stream with good flow and abundant small gravel’s upstream. May be crossings downstream on private land. Quite a bit of large riprap placed around inlet and outlet to protect the crossing. Outlet is placed on large piece of riprap, so 0.3 m was added to the 0.2 m outlet drop to account for the additional distance from the stream to the outlet.           Ministry of Transportation chris_culvert_id: 1466467. 14:00:15",,,,2023-10-05T14:00:15Z,,22200075
,2023-10-05,,22200081,,10,749156.8200106637,5864849.553151347,Crooked Creek ,Loseth Road ,,MOTI,Closed Bottom Structure,Oval Culvert,2.8,13,No,,No,No,,1,0.42,0.5,No,4,3.4,4.5,No,No,Deep Fill,Medium,,, Two pipes at 1.4 m diameter each. Crossing is only 5 m downstream of the railway crossing. Stream has far more volume of water at this location than it did below Highway 5. Water may be recharging Beaver influenced wetlands downstream. Road edge has been armoured with riprap and downstream side of road bank is eroding significantly for approximately 60 m.           Ministry of Transportation chris_culvert_id: 1468680. 12:14:12,,,,2023-10-05T12:14:12Z,,22200081
,2023-10-05,,22200082,,10,750090.1266944701,5859418.608570291,Cranberry Creek ,Cranberry Lake Road ,,MOTI,Closed Bottom Structure,Round Culvert,0.75,12.5,Yes,0.18,Yes,No,,1,0,0,No,0,4,0,Yes,No,Deep Fill,Medium,,,"Stream is mostly the water. Large beaver dam (1.7m high) located approximately 30 m upstream. Fully in bedded pipe with beaver. Great on the inlet. On assessed crossing on private driveway upstream from here. Adjacent landowner has concerns about the recent lack of water, and says it is on characteristic for the section of stream. They have concerns that recent pipeline construction, just upstream of this crossing has potentially influenced beaver populations, and water flow. 09:47:05",,,,2023-10-05T09:47:05Z,newgraph_airvine,22200082
,2023-10-05,,22200151,,10,749514.5939571054,5860014.920273057,Cranberry Creek,Pine Road,,MOTI,Closed Bottom Structure,Round Culvert,2.7,35,No,,No,No,,3,0.38,0.35,Yes,2.5,4,0,Yes,No,Deep Fill,High,,,Newly installed culvert. Beaver influenced wetland area upstream and downstream. Channel width estimated as wetland areas present.           Ministry of Transportation chris_culvert_id: 1468490. 09:14:05,,,,2023-10-05T09:14:05Z,newgraph_airvine,22200151
,2023-10-05,,22201176,,10,747627.6175185246,5866571.027913952,Teepee Creek,Highway 5,,MOTI,Closed Bottom Structure,Round Culvert,1.5,26,No,,No,No,,1.5,0.4,1,Yes,1.5,4.5,3.5,No,No,Deep Fill,High,,,"Very nice stream with salmon point in FISS located upstream. Very good flow with some pools present to 80 cm deep upstream. Railway crossing, approximately 200 m of stream still needs to be assessed.                   There is no crossing at the pipeline, but construction activities have resulted in a small cascade of boulders at the pipe Crossing location. It is similar to cascade section observed, approximately 50 m upstream.           Ministry of Transportation chris_culvert_id: 1467202. 12:56:09",,,,2023-10-05T12:56:09Z,,22201176
,2023-10-05,,22201218,,10,738144.8084194316,5876208.326518722,Goslin Creek,Highway 16,,MOTI,Closed Bottom Structure,Oval Culvert,1.7,35,No,,No,No,,2,0.4,0.4,No,2,1,0,No,No,Deep Fill,Medium,,,Very nice stream with good flow and abundant gravels upstream. Pipe is an extremely bad shape with extensive corrosion inside of the pipe particularly at the downstream and - see photos.  Likely at least one crossing downstream on private land.  Transmission line corridor is located immediately upstream and the channel appears to be modified in this location to be straighter and narrower than its natural state.  No crossing immediately upstream on Goslin Road (no road - crossing should be removed as potential barrier in bcfishpass)            Ministry of Transportation chris_culvert_id: 1465295. 14:28:28,,,,2023-10-05T14:28:28Z,,22201218
,2023-10-05,,22201229,,10,706918.2322983274,5896540.383754439,Holliday Creek,Highway 16,,MOTI,Closed Bottom Structure,Round Culvert,2.5,56,No,,No,No,,2.3,0.4,0.3,No,2,10.8,5,No,No,Deep Fill,High,,,"Culvert is undersized for a stream of this size. High flow, just over 10m wide upstream. Chinook confirmed downstream in the past.  Ministry of Transportation chris_hwy_structure_road_id: 29925. 14:39:41",,,,2023-10-05T14:39:41Z,MateoW,22201229
,2023-10-05,,22201951,,10,749164.9738408376,5864865.647086445,Crooked Creek,Railway,,CN Rail,Closed Bottom Structure,Round Culvert,1.7,40,No,,No,No,,2.5,0.2,0.75,Yes,2.5,3.6,4.5,No,No,Deep Fill,Medium,,,"Covert runs under both sets of tracks. Model Crossing will need to be removed from bcfishpass. Outlet of this pipe is immediately upstream of Loseth road with significant armouring around the outlet, pool and road at the inlet downstream. Very nice stream with significant amounts of flow. Known rainbow stream. Much less flow downstream below Highway five, which is very interesting.           12:21:02",,,,2023-10-05T12:21:02Z,,22201951
